platform,title,brand,category,final_price_usd,initial_price_usd,currency,rating,reviews_count,has_discount,discount_pct,price_band,disc_level
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,【COD】Hp murah i15 Pro Max 7.5Inci 5G Handphone 12/512GB Dual Card Hp asli Phone ,No Brand,"[""Handphone & Tablet"",""Smartphones""]",66.07776,102.39359999999999,IDR,4.8,68.0,True,35.466904181511346,高价($50-100),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Victus Laptop Gaming HP AMD Ryzen 5 NVIDIA GeForce 8GB / 16GB RAM 512GB SSD Silv,HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]",1279.936,1663.936,IDR,0.0,0.0,True,23.07781068502635,超高价(>$100),中度(15-30%)
Lazada,Victus Laptop Gaming HP AMD Ryzen 5 NVIDIA GeForce 8GB / 16GB RAM 512GB SSD Silv,HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]",1055.936,1123.52,IDR,0.0,0.0,True,6.0153802335517,超高价(>$100),轻度(<15%)
Lazada,Laptop HP Pavilion Aero AMD Ryzen 7 Radeon 16GB RAM 1TB SSD Silver / Blue Window,HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]",972.736,1036.7359999999999,IDR,0.0,0.0,True,6.173220569170926,超高价(>$100),轻度(<15%)
Lazada,【BUY 1 TAKE 1】Original LBLS Niacinamide Pure Serum Fast Efficient Whitening Mois,No Brand,"[""Beauty"",""Skin Care"",""Serum & Essence""]",2.376,5.382,PHP,0.0,0.0,True,55.852842809364546,超低价(<$5),重度(>30%)
Lazada,【BUY 1 TAKE 1】Women's Manual Bikini Trimmer Designed Specially for Smooth Sensit,No Brand,"[""Small Appliances"",""Personal Care Appliances"",""Hair Removal",0.612,1.7819999999999998,PHP,5.0,4.0,True,65.65656565656566,超低价(<$5),重度(>30%)
Lazada,【BUY 1 TAKE 1】Mouth Spray Long Lasting Breath Freshener 20ML Mint Oral Spray for,No Brand,"[""Beauty"",""Personal Care"",""Oral Care"",""Mouthwash""]",0.32399999999999995,3.582,PHP,4.8,2472.0,True,90.95477386934674,超低价(<$5),重度(>30%)
Lazada,【BUY 1 TAKE 1】YINGHUANGJIA QUADRATIC  Perfume Sweet Night Long Lasting Internet ,No Brand,"[""Beauty"",""Fragrances"",""Unisex""]",1.6019999999999999,0.0,PHP,0.0,0.0,False,0.0,超低价(<$5),无折扣
Lazada,【BUY 1 TAKE 1】NEW O.TWO.O VAVOLA Comb Eyelash Curler Warping Fits All Eye Shapes,No Brand,"[""Beauty"",""Makeup"",""Makeup Accessories"",""Eyelash Curlers""]",1.7819999999999998,3.582,PHP,0.0,0.0,True,50.251256281407045,超低价(<$5),重度(>30%)
Lazada,【BUY 1 TAKE 1】NEW O.TWO.O VAVOLA Comb Eyelash Curler Warping Fits All Eye Shapes,No Brand,"[""Beauty"",""Makeup"",""Makeup Accessories"",""Eyelash Curlers""]",3.384,7.1819999999999995,PHP,0.0,0.0,True,52.88220551378446,超低价(<$5),重度(>30%)
Lazada,【BUY 1 TAKE 1】NEW O.TWO.O VAVOLA Comb Eyelash Curler Warping Fits All Eye Shapes,No Brand,"[""Beauty"",""Makeup"",""Makeup Accessories"",""Eyelash Curlers""]",2.376,7.1819999999999995,PHP,0.0,0.0,True,66.9172932330827,超低价(<$5),重度(>30%)
Lazada,Fresh Almond Milk,THE FAMILY KITCHEN PRIVATE LIMITED(THE FAMILY KITCHEN SG),"[""Groceries"",""Dairy & Chilled"",""Fresh Milk"",""Flavoured Milk""",8.14,0.0,SGD,0.0,0.0,False,0.0,低价($5-15),无折扣
Lazada,[BenMart Dry] Cowhead UHT Chocolate Milk 200ml Carton Deal - Halal - France,Cowhead,"[""Groceries"",""Dairy & Chilled"",""Fresh Milk"",""Flavoured Milk""",14.000800000000002,17.8192,SGD,5.0,1.0,True,21.428571428571413,低价($5-15),中度(15-30%)
Lazada,Skin Game Bright & Basic Bundle,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Serum & Perawatan Wajah""]",25.753536,29.695999999999998,IDR,0.0,0.0,True,13.276077586206888,中价($15-30),轻度(<15%)
Lazada,Skin Game Kind Extra Hydrating Toner 200 ml - Toner Menghidrasi,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Toner & Mist""]",9.527744,10.751999999999999,IDR,5.0,41.0,True,11.386309523809512,低价($5-15),轻度(<15%)
Lazada,Acne Advance Bundle (Sensitive & Oily Skin),Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Perawatan Kulit"",""Pelembap ",14.102848,17.024,IDR,4.9,18.0,True,17.159022556390983,低价($5-15),中度(15-30%)
Lazada,Skin Game Hydrate & Moisture (For Dry & Oily Skin),Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Perawatan Kulit"",""Pelembap ",18.92352,21.503999999999998,IDR,5.0,11.0,True,11.999999999999991,中价($15-30),轻度(<15%)
Lazada,Acne Mild Bundle (Sensitive & Oily Skin),Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Perawatan Kulit"",""Minyak Wa",16.67072,18.944,IDR,4.0,1.0,True,12.0,中价($15-30),轻度(<15%)
Lazada,Skin Game Acne & Brightens (Acne Spot Treatment & Brightening Essence),Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Serum & Perawatan Wajah""]",16.67072,18.944,IDR,0.0,0.0,True,12.0,中价($15-30),轻度(<15%)
Lazada,Skin Game Cleanse & Fight Acne,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Pembersih Wajah""]",14.230976,16.384,IDR,0.0,0.0,True,13.141015625000001,低价($5-15),轻度(<15%)
Lazada,Double Hydrating - Paket Skincare Hidrasi dan Mencerahkan Kulit,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Perawatan Kulit"",""Toner & M",18.92352,21.503999999999998,IDR,5.0,1.0,True,11.999999999999991,中价($15-30),轻度(<15%)
Lazada,Skin Game Acne Warrior Gel 15 ml - Krim Jerawat,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Anti Noda & Bintik Hitam""]",7.499072,8.192,IDR,5.0,162.0,True,8.458593750000002,低价($5-15),轻度(<15%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Apple iPhone 15 Pro Max,Apple,"[""Handphone & Tablet"",""Smartphones""]",1743.936,1919.936,IDR,4.9,82.0,True,9.166972232407748,超高价(>$100),轻度(<15%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,DUS BOX ïPHONE 11 PRO MAX,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Suku",7.552,0.0,IDR,5.0,4.0,False,0.0,低价($5-15),无折扣
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,2024 Baru promo trade in hp A96 Handphone Hp murah 7.5Inci 5G A97 / i14 Pro Max ,HILO'S,"[""Handphone & Tablet"",""Smartphones""]",47.519999999999996,76.672,IDR,5.0,29.0,True,38.02170283806344,中高价($30-50),重度(>30%)
Lazada,Apple iPhone 15 Pro Max,Apple,"[""Handphone & Tablet"",""Smartphones""]",1999.936,2175.9359999999997,IDR,4.9,82.0,True,8.088473190387942,超高价(>$100),轻度(<15%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,【COD】Hp murah i15 Pro Max 7.5Inci 5G Handphone 12/512GB Dual Card Hp asli Phone ,No Brand,"[""Handphone & Tablet"",""Smartphones""]",72.37088,108.7936,IDR,4.8,68.0,True,33.47873404317901,高价($50-100),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,【COD】Hp murah i15 Pro Max 7.5Inci 5G Handphone 12/512GB Dual Card Hp asli Phone ,No Brand,"[""Handphone & Tablet"",""Smartphones""]",66.07776,102.39359999999999,IDR,4.8,68.0,True,35.466904181511346,高价($50-100),重度(>30%)
Lazada,Apple iPhone 15 Pro Max,Apple,"[""Handphone & Tablet"",""Smartphones""]",1423.936,1599.936,IDR,4.9,82.0,True,11.000440017600704,超高价(>$100),轻度(<15%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,【COD】Hp murah i15 Pro Max 7.5Inci 5G Handphone 12/512GB Dual Card Hp asli Phone ,No Brand,"[""Handphone & Tablet"",""Smartphones""]",59.721664,95.9936,IDR,4.8,68.0,True,37.78578571904794,高价($50-100),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,2024 Baru promo trade in hp A96 Handphone Hp murah 7.5Inci 5G A97 / i14 Pro Max ,HILO'S,"[""Handphone & Tablet"",""Smartphones""]",55.7568,83.072,IDR,5.0,29.0,True,32.88135593220339,高价($50-100),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Tinta Printer HP 46 Black Original Ink Advantage Cartridge Hitam Cartridge Asli ,HP,"[""Pencetak & Monitor"",""Tinta Printer"",""Kartrid Tinta""]",9.92,0.0,IDR,4.9,25.0,False,0.0,低价($5-15),无折扣
Lazada,Printer HP DeskJet 4275 All in One ( Print Scan Copy ) Mobile Fax / 2876 / USB W,HP,"[""Pencetak & Monitor"",""Printer"",""Printer Ink Jet""]",80.0,134.4,IDR,4.6,5.0,True,40.476190476190474,高价($50-100),重度(>30%)
Lazada,Tinta Printer HP 955XL High Yield Cyan Original Ink Cartridge Warna Cartridge As,HP,"[""Pencetak & Monitor"",""Tinta Printer"",""Kartrid Tinta""]",29.887999999999998,0.0,IDR,0.0,0.0,False,0.0,中价($15-30),无折扣
Lazada,Tinta Printer HP Original GT53 90-ml Hitam Black Tinta Suntik Smart Tank 670 720,HP,"[""Pencetak & Monitor"",""Tinta Printer"",""Kartrid Tinta""]",5.824,0.0,IDR,4.9,139.0,False,0.0,低价($5-15),无折扣
Lazada,Laptop HP Intel Core i3 Gen 12 UHD 8GB / 4GB RAM 512GB SSD Blue / Gold / Silver ,HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]",467.13599999999997,531.136,IDR,0.0,0.0,True,12.049644535486204,超高价(>$100),轻度(<15%)
Lazada,【BUY 1 TAKE 1】Women's Manual Bikini Trimmer Designed Specially for Smooth Sensit,No Brand,"[""Small Appliances"",""Personal Care Appliances"",""Hair Removal",0.612,1.7819999999999998,PHP,5.0,4.0,True,65.65656565656566,超低价(<$5),重度(>30%)
Lazada,【BUY 1 TAKE 1】NEW O.TWO.O VAVOLA Comb Eyelash Curler Warping Fits All Eye Shapes,No Brand,"[""Beauty"",""Makeup"",""Makeup Accessories"",""Eyelash Curlers""]",1.224,3.582,PHP,0.0,0.0,True,65.82914572864321,超低价(<$5),重度(>30%)
Lazada,【BUY 1 TAKE 1】Far Away Perfume Floral Fragrance EAU DE Toilette Long Lasting for,No Brand,"[""Beauty"",""Fragrances"",""Women""]",1.152,3.582,PHP,4.8,1088.0,True,67.83919597989949,超低价(<$5),重度(>30%)
Lazada,Dry And Wet Use Marshmallow Puff Makeup Sponge Air Cushion Puff Foundation Puff ,No Brand,"[""Beauty"",""Makeup"",""Makeup Accessories"",""Sponges & Applicato",0.846,8.982,PHP,0.0,0.0,True,90.5811623246493,超低价(<$5),重度(>30%)
Lazada,Dry And Wet Use Marshmallow Puff Makeup Sponge Air Cushion Puff Foundation Puff ,No Brand,"[""Beauty"",""Makeup"",""Makeup Accessories"",""Sponges & Applicato",0.846,8.982,PHP,0.0,0.0,True,90.5811623246493,超低价(<$5),重度(>30%)
Lazada,Dry And Wet Use Marshmallow Puff Makeup Sponge Air Cushion Puff Foundation Puff ,No Brand,"[""Beauty"",""Makeup"",""Makeup Accessories"",""Sponges & Applicato",1.7459999999999998,8.982,PHP,0.0,0.0,True,80.56112224448898,超低价(<$5),重度(>30%)
Lazada,JIORNIEE niacinamide whitening toothpaste for yellowish teeth nicotinamide teeth,No Brand,"[""Beauty"",""Personal Care"",""Oral Care"",""Toothpaste""]",2.7359999999999998,2.844,PHP,0.0,0.0,True,3.797468354430383,超低价(<$5),轻度(<15%)
Lazada,JIORNIEE niacinamide whitening toothpaste for yellowish teeth nicotinamide teeth,No Brand,"[""Beauty"",""Personal Care"",""Oral Care"",""Toothpaste""]",10.908,11.303999999999998,PHP,0.0,0.0,True,3.503184713375788,低价($5-15),轻度(<15%)
Lazada,BUTTERMILK 600ML -Brand: PAULS- ****(NEXT DAY delivery. Price already *includes*,No Brand,"[""Groceries"",""Dairy & Chilled"",""Fresh Milk"",""Flavoured Milk""",7.0966,0.0,SGD,0.0,0.0,False,0.0,低价($5-15),无折扣
Lazada,Fresh Almond Milk Bundle (2 Bottles),THE FAMILY KITCHEN PRIVATE LIMITED(THE FAMILY KITCHEN SG),"[""Groceries"",""Dairy & Chilled"",""Fresh Milk"",""Flavoured Milk""",16.28,0.0,SGD,0.0,0.0,False,0.0,中价($15-30),无折扣
Lazada,Appetite Booster Stimulant for Dogs and Cats Picky Eater Food Topper Pet Healthy,No Brand,"[""Pet Supplies"",""Pet Food"",""Dog Food & Treat"",""Dog Dry Food""",1.7819999999999998,4.5,PHP,5.0,1388.0,True,60.4,超低价(<$5),重度(>30%)
Lazada,Appetite Booster Stimulant for Dogs and Cats Picky Eater Food Topper Pet Healthy,No Brand,"[""Pet Supplies"",""Pet Food"",""Dog Food & Treat"",""Dog Dry Food""",2.682,4.5,PHP,5.0,1388.0,True,40.400000000000006,超低价(<$5),重度(>30%)
Lazada,Skin Game Pink Energy Vitamin Serum 30ml,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Serum & Perawatan Wajah""]",9.606399999999999,10.112,IDR,5.0,1.0,True,5.0000000000000115,低价($5-15),轻度(<15%)
Lazada,Skin Game Basic Skincare Bundle,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Pelembap Muka""]",25.996736,29.695999999999998,IDR,0.0,0.0,True,12.457112068965516,中价($15-30),轻度(<15%)
Lazada,Skin Game Fight Acne & Reduce Darkspot (Mild),Skin Game,"[""Kecantikan"",""Alat Kesehatan & Kecantikan"",""Alat Perawatan ",25.831039999999998,29.695999999999998,IDR,0.0,0.0,True,13.015086206896553,中价($15-30),轻度(<15%)
Lazada,Skin Game Travel Bundle,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Perawatan Kulit"",""Pelembap ",17.233919999999998,19.584,IDR,4.5,2.0,True,12.00000000000001,中价($15-30),轻度(<15%)
Lazada,Skin Game Kind Cream Moisturizer - Pelembab Wajah (Skin Barrier),Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Pelembap Muka""]",5.7024,8.831999999999999,IDR,4.9,396.0,True,35.43478260869565,低价($5-15),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.639936,1.5999999999999999,IDR,4.9,783.0,True,60.004000000000005,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,【COD】Hp murah i15 Pro Max 7.5Inci 5G Handphone 12/512GB Dual Card Hp asli Phone ,No Brand,"[""Handphone & Tablet"",""Smartphones""]",66.07776,102.39359999999999,IDR,4.8,68.0,True,35.466904181511346,高价($50-100),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Apple iPhone 15 Pro Max,Apple,"[""Handphone & Tablet"",""Smartphones""]",1743.936,1919.936,IDR,4.9,82.0,True,9.166972232407748,超高价(>$100),轻度(<15%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
Lazada,IPHONE 15 PRO MAX PURPLE GALAXY,Apple,"[""Handphone & Tablet"",""Feature Phones""]",864.0,0.0,IDR,0.0,0.0,False,0.0,超高价(>$100),无折扣
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Apple iPhone 15 Pro Max,Apple,"[""Handphone & Tablet"",""Smartphones""]",1999.936,2175.9359999999997,IDR,4.9,82.0,True,8.088473190387942,超高价(>$100),轻度(<15%)
Lazada,Laptop HP Spectre x360 2 in 1 Intel Core Ultra 7 Arc 32GB RAM 1TB / 2TB SSD Blac,HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]",1897.5359999999998,1996.7359999999999,IDR,0.0,0.0,True,4.968107952177957,超高价(>$100),轻度(<15%)
Lazada,Printer HP DeskJet 4275 All in One ( Print Scan Copy ) Mobile Fax / 2876 / USB W,HP,"[""Pencetak & Monitor"",""Printer"",""Printer Ink Jet""]",63.936,134.4,IDR,4.6,5.0,True,52.42857142857142,高价($50-100),重度(>30%)
Lazada,Tinta Printer HP Original 802 Warna Tri Color / Combo 2 Pack Colour Hitam / Smal,HP,"[""Pencetak & Monitor"",""Tinta Printer"",""Kartrid Tinta""]",13.696,0.0,IDR,4.9,65.0,False,0.0,低价($5-15),无折扣
Lazada,Appetite Booster Stimulant for Dogs and Cats Picky Eater Food Topper Pet Healthy,No Brand,"[""Pet Supplies"",""Pet Food"",""Dog Food & Treat"",""Dog Dry Food""",1.7819999999999998,4.5,PHP,5.0,1388.0,True,60.4,超低价(<$5),重度(>30%)
Lazada,Skin Game Acne Warrior Paste 20ml - Krim Jerawat,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Anti Noda & Bintik Hitam""]",7.733568,8.192,IDR,4.9,322.0,True,5.596093750000002,低价($5-15),轻度(<15%)
Lazada,Acne Mild Bundle (Sensitive & Oily Skin),Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Perawatan Kulit"",""Minyak Wa",14.981119999999999,17.024,IDR,4.0,1.0,True,12.00000000000001,低价($5-15),轻度(<15%)
Lazada,Warrior Duo - Paket Untuk Kulit Berjerawat,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Anti Noda & Bintik Hitam""]",14.23104,16.384,IDR,5.0,6.0,True,13.140625,低价($5-15),轻度(<15%)
Lazada,Acne Mild Bundle (Sensitive & Dry Skin),Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Pelembap Muka""]",14.981119999999999,17.024,IDR,0.0,0.0,True,12.00000000000001,低价($5-15),轻度(<15%)
Lazada,Kind Hydrating Facial Wash - Sabun Cuci Muka Semua Jenis Kulit,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Pembersih Wajah""]",7.225344,8.192,IDR,5.0,71.0,True,11.800000000000004,低价($5-15),轻度(<15%)
Lazada,Kind Hydrating Facial Wash - Sabun Cuci Muka Semua Jenis Kulit,Skin Game,"[""Kecantikan"",""Perawatan Kulit"",""Pembersih Wajah""]",3.8384639999999997,4.351999999999999,IDR,5.0,71.0,True,11.799999999999997,超低价(<$5),轻度(<15%)
Lazada,【COD】Hp murah i15 Pro Max 7.5Inci 5G Handphone 12/512GB Dual Card Hp asli Phone ,No Brand,"[""Handphone & Tablet"",""Smartphones""]",72.37088,108.7936,IDR,4.8,68.0,True,33.47873404317901,高价($50-100),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,No Brand,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casi",0.605376,1.5999999999999999,IDR,4.9,783.0,True,62.163999999999994,超低价(<$5),重度(>30%)
Lazada,【COD】Hp murah i15 Pro Max 7.5Inci 5G Handphone 12/512GB Dual Card Hp asli Phone ,No Brand,"[""Handphone & Tablet"",""Smartphones""]",72.37088,108.7936,IDR,4.8,68.0,True,33.47873404317901,高价($50-100),重度(>30%)
Lazada,Pelindung lensa kamera kaca berlian berkilau untuk iPhone15 14 12 11 13 Pro Max ,AKABEILA,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Lens",1.0368,5.12,IDR,4.7,50.0,True,79.74999999999999,超低价(<$5),重度(>30%)
